,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit,Depth,Mod
117,141,60,11,20,273,20,332,30,46,0.0028005302434167298,15,NewGudkova
36,3,0,94,73,273,16,50,78,-168,0.003195231573178297,15,NewGudkova
2,99,68,5,1,275,21,2,24,86,0.003429126979196998,15,NewGudkova
58,47,60,178,20,276,20,170,68,68,0.0038603277669539636,15,NewGudkova
39,20,37,166,47,276,17,52,50,164,0.004016604041523969,15,NewGudkova
27,32,51,174,31,276,19,46,38,148,0.004068185759905375,15,NewGudkova
66,90,68,184,1,275,20,184,66,88,0.004086025276456708,15,NewGudkova
70,105,68,6,3,274,20,188,66,94,0.004383691075031316,15,NewGudkova
105,4,2,103,72,273,16,318,80,-14,0.004464094106224754,15,NewGudkova
106,158,47,17,35,272,20,320,40,26,0.004596343078856165,15,NewGudkova
12,67,66,182,10,276,20,24,26,114,0.0046524598389788814,15,NewGudkova
62,74,68,183,7,276,20,180,66,82,0.005073084159710811,15,NewGudkova
42,7,11,130,69,274,16,52,70,-176,0.005201444928514557,15,NewGudkova
3,97,68,5,0,275,21,4,24,88,0.00608729045959922,15,NewGudkova
83,159,46,17,36,272,19,210,74,128,0.0063602459825667975,15,NewGudkova
24,40,57,177,25,276,19,42,34,140,0.007542245307977296,15,NewGudkova
26,36,54,175,28,276,19,44,36,144,0.007679250424711638,15,NewGudkova
30,30,49,172,34,276,19,48,40,152,0.0084710816492344,15,NewGudkova
116,146,57,13,23,273,21,328,32,40,0.008545602589392274,15,NewGudkova
9,88,68,184,2,275,21,10,24,96,0.00897945609179191,15,NewGudkova
96,166,38,22,45,272,19,316,48,16,0.009043127115302987,15,NewGudkova
8,90,68,184,1,274,21,8,24,94,0.009681013516179436,15,NewGudkova
65,84,68,183,3,275,20,182,66,86,0.00981528142767409,15,NewGudkova
107,7,8,122,71,274,16,320,84,-18,0.010065866762339656,15,NewGudkova
14,57,64,181,14,276,20,30,28,122,0.010230418512586907,15,NewGudkova
74,136,62,11,16,274,21,198,68,108,0.010695712094216483,15,NewGudkova
44,11,19,148,63,275,16,144,88,26,0.010718406716808574,15,NewGudkova
121,126,65,9,11,274,21,344,26,62,0.01072538425395325,15,NewGudkova
87,173,25,35,57,272,18,222,86,148,0.010942941419264584,15,NewGudkova
49,18,33,162,50,275,17,150,80,38,0.011061494268725325,15,NewGudkova
1,101,68,5,2,274,21,0,24,84,0.011146189408152566,15,NewGudkova
114,151,54,14,26,273,20,326,34,36,0.011234707798348184,15,NewGudkova
43,7,8,123,71,274,16,52,72,-174,0.011332488422938098,15,NewGudkova
118,135,62,10,16,273,21,336,28,52,0.011488063327365777,15,NewGudkova
11,68,67,182,9,275,20,22,26,112,0.0116145309753872,15,NewGudkova
61,69,67,182,9,275,20,178,66,80,0.011817148651663154,15,NewGudkova
32,180,8,65,71,273,16,48,84,-162,0.011928133348191384,15,NewGudkova
103,163,42,21,40,272,19,318,44,20,0.011952941097237288,15,NewGudkova
69,99,68,5,1,274,20,186,66,92,0.012020407843980533,15,NewGudkova
119,135,63,10,16,274,20,338,28,54,0.012428547031830016,15,NewGudkova
101,181,5,73,72,273,16,316,74,-8,0.012901736679793106,15,NewGudkova
111,9,13,137,67,275,16,322,88,-22,0.013022112646051654,15,NewGudkova
19,50,62,179,18,277,19,36,30,130,0.01335471121589223,15,NewGudkova
50,19,36,165,48,276,17,152,78,40,0.013424313472998021,15,NewGudkova
35,25,43,169,40,276,18,50,44,158,0.013728477270894936,15,NewGudkova
99,180,8,64,71,273,16,316,72,-6,0.013787432766009926,15,NewGudkova
126,109,68,6,4,275,21,356,24,78,0.013837405974133084,15,NewGudkova
5,96,68,5,0,276,21,6,24,90,0.013899126310618855,15,NewGudkova
68,95,69,185,0,276,20,186,66,90,0.013899126310618855,15,NewGudkova
29,178,15,50,65,273,18,46,88,-156,0.014053072247245064,15,NewGudkova
38,22,39,167,44,276,18,52,48,162,0.014056240278558662,15,NewGudkova
47,15,29,159,55,275,17,148,82,34,0.01420100221065519,15,NewGudkova
127,107,68,7,4,275,21,358,24,80,0.014237560832361064,15,NewGudkova
53,27,45,171,38,276,19,158,74,50,0.014421990716611056,15,NewGudkova
97,168,35,24,48,272,18,316,50,14,0.014488161351502899,15,NewGudkova
40,18,34,164,49,275,17,52,52,166,0.015013163848615552,15,NewGudkova
34,26,45,171,39,277,17,50,44,156,0.01525247744576939,15,NewGudkova
55,30,49,172,33,276,18,160,72,54,0.015304099041801553,15,NewGudkova
110,156,50,15,32,272,19,322,38,30,0.015485796370028919,15,NewGudkova
88,173,23,35,59,272,17,222,86,150,0.01564092259993129,15,NewGudkova
10,86,68,184,3,275,21,12,24,98,0.015740090405471488,15,NewGudkova
56,34,53,176,29,277,18,164,70,58,0.01592618522433529,15,NewGudkova
6,92,68,184,0,274,21,6,24,92,0.016196515356662864,15,NewGudkova
52,22,40,168,44,276,17,154,76,44,0.016316306965857594,15,NewGudkova
92,173,23,36,59,271,18,314,60,4,0.016332605075908165,15,NewGudkova
64,80,68,184,5,276,20,182,66,84,0.016576775012106578,15,NewGudkova
41,8,14,136,67,274,16,52,68,-178,0.01679359431019994,15,NewGudkova
22,44,59,178,22,277,19,40,32,136,0.01679520476941034,15,NewGudkova
71,111,68,7,5,275,20,190,66,96,0.016891594391558136,15,NewGudkova
102,160,44,19,38,272,20,318,42,22,0.016930211581491317,15,NewGudkova
75,138,61,10,18,273,20,198,68,110,0.01694195447897198,15,NewGudkova
73,131,63,9,14,273,21,196,68,106,0.01716202060078781,15,NewGudkova
93,174,20,39,61,272,18,314,62,2,0.0172246614757708,15,NewGudkova
80,153,52,15,30,272,20,206,72,122,0.017261537306799194,15,NewGudkova
124,122,66,7,10,273,20,346,26,66,0.017299969791387284,15,NewGudkova
45,12,20,147,61,274,17,144,88,28,0.017340092759254723,15,NewGudkova
28,178,13,50,67,272,16,46,88,-158,0.017473096848561097,15,NewGudkova
54,28,48,173,35,277,18,160,72,52,0.01825694353030462,15,NewGudkova
77,146,57,12,24,272,20,202,70,116,0.018265783969694305,15,NewGudkova
98,181,7,70,70,273,18,316,72,-8,0.01831189578367341,15,NewGudkova
86,171,27,31,55,271,18,220,84,146,0.018326954825540875,15,NewGudkova
120,127,64,9,12,274,21,342,26,60,0.018413499007620914,15,NewGudkova
20,48,61,178,19,275,20,36,30,132,0.01854047360557808,15,NewGudkova
91,172,25,32,57,271,18,314,58,6,0.01856178155308147,15,NewGudkova
78,150,55,13,26,273,20,204,70,118,0.018952487545309156,15,NewGudkova
122,123,66,7,11,273,20,344,26,64,0.01917477631138689,15,NewGudkova
16,57,64,181,15,277,20,32,28,124,0.019178369425068804,15,NewGudkova
112,154,52,16,29,273,20,324,36,32,0.01921054120736122,15,NewGudkova
76,144,58,13,22,274,21,202,70,114,0.01921759894692763,15,NewGudkova
85,162,42,19,40,271,19,212,76,132,0.01938015017259696,15,NewGudkova
82,158,48,18,34,273,20,210,74,126,0.019460147202376335,15,NewGudkova
51,20,37,165,46,275,18,152,78,42,0.019516240516791766,15,NewGudkova
128,103,68,5,3,274,21,358,24,82,0.019763653678436136,15,NewGudkova
89,175,20,40,61,273,17,224,88,152,0.01985136124672974,15,NewGudkova
72,115,68,6,7,273,20,190,66,98,0.01991671201186568,15,NewGudkova
0,105,68,7,3,276,21,0,24,82,0.020030621226215458,15,NewGudkova
125,110,67,6,5,274,21,354,24,76,0.020130490345128465,15,NewGudkova
113,153,53,14,29,272,19,324,36,34,0.020497833652036924,15,NewGudkova
21,44,60,178,21,276,19,38,32,134,0.020734383840049827,15,NewGudkova
46,14,23,152,59,275,17,146,86,30,0.020961138468259907,15,NewGudkova
95,166,36,25,46,272,20,316,48,14,0.021083601898186827,15,NewGudkova
104,184,0,93,73,274,16,318,78,-12,0.02115463521795996,15,NewGudkova
60,66,66,182,10,277,20,178,66,78,0.021280994246433177,15,NewGudkova
63,78,68,182,5,274,20,180,66,84,0.021313738190118378,15,NewGudkova
94,175,18,44,64,272,18,314,64,0,0.02160955322686437,15,NewGudkova
48,17,32,163,52,276,16,150,80,36,0.021714239633224056,15,NewGudkova
115,149,56,12,26,272,20,326,34,38,0.021765994614882725,15,NewGudkova
25,38,56,175,26,275,20,42,34,142,0.021769496274126377,15,NewGudkova
59,61,66,181,12,276,19,176,66,76,0.021799818122437205,15,NewGudkova
84,161,44,20,38,272,20,212,76,130,0.02190675791372024,15,NewGudkova
13,66,66,182,11,276,20,26,26,116,0.021957159581962187,15,NewGudkova
7,94,68,186,0,276,21,8,24,92,0.02196498774499687,15,NewGudkova
123,125,66,9,11,275,20,346,26,64,0.02215836222354727,15,NewGudkova
18,50,62,179,17,276,19,34,30,128,0.02223933197803777,15,NewGudkova
109,157,49,17,32,273,20,322,38,28,0.02236773138180511,15,NewGudkova
23,42,58,176,23,275,20,40,32,138,0.022410099462516753,15,NewGudkova
33,180,9,64,69,273,18,48,84,-160,0.022560177121941256,15,NewGudkova
31,181,5,73,72,272,16,48,82,-164,0.022712471115642265,15,NewGudkova
17,54,63,179,16,275,20,32,28,126,0.022856800684696303,15,NewGudkova
79,152,53,15,28,273,21,206,72,120,0.02297487361920448,15,NewGudkova
108,7,11,129,69,273,16,320,86,-20,0.023195684565046382,15,NewGudkova
90,171,28,29,55,271,18,314,56,8,0.023306441504742436,15,NewGudkova
15,55,64,179,15,275,20,30,28,124,0.023323584346174712,15,NewGudkova
100,181,4,78,71,273,18,316,74,-10,0.023711385389352482,15,NewGudkova
37,183,2,84,72,274,16,50,80,-166,0.023823550352706765,15,NewGudkova
67,93,69,184,0,274,20,184,66,90,0.02389137883085849,15,NewGudkova
81,156,50,16,32,273,19,208,72,124,0.023891750904393112,15,NewGudkova
69,105,68,6,3,274,20,188,66,94,0.0014651572259878028,35,NewGudkova
23,32,51,174,31,276,19,46,38,148,0.001764993741156536,35,NewGudkova
33,3,0,94,73,273,16,50,78,-168,0.0021045279619494187,35,NewGudkova
36,20,37,166,47,276,17,52,50,164,0.0024481848433267703,35,NewGudkova
104,158,47,17,35,272,20,320,40,26,0.0034431264095473924,35,NewGudkova
40,7,11,130,69,274,16,52,70,-176,0.0039152046677010735,35,NewGudkova
103,4,2,103,72,273,16,318,80,-14,0.004019690256290371,35,NewGudkova
62,74,68,183,7,276,20,180,66,82,0.005033376545772019,35,NewGudkova
22,36,54,175,28,276,19,44,36,144,0.00514821112694889,35,NewGudkova
116,141,60,11,20,273,20,332,30,46,0.0052954157360692285,35,NewGudkova
82,159,46,17,36,272,19,210,74,128,0.005734896484507554,35,NewGudkova
2,99,68,5,1,275,21,2,24,86,0.005970950987397307,35,NewGudkova
58,47,60,178,20,276,20,170,68,68,0.006436910495239854,35,NewGudkova
66,90,68,184,1,275,20,184,66,88,0.00686983722588022,35,NewGudkova
20,40,57,177,25,276,19,42,34,140,0.00709812932954771,35,NewGudkova
11,67,66,182,10,276,20,24,26,114,0.00741857690380272,35,NewGudkova
3,97,68,5,0,275,21,4,24,88,0.007665400445890117,35,NewGudkova
12,57,64,181,14,276,20,30,28,122,0.008163448424350957,35,NewGudkova
94,166,38,22,45,272,19,316,48,16,0.008688356780434388,35,NewGudkova
10,68,67,182,9,275,20,22,26,112,0.009167554762519039,35,NewGudkova
61,69,67,182,9,275,20,178,66,80,0.009489029670936833,35,NewGudkova
42,11,19,148,63,275,16,144,88,26,0.009989866788783842,35,NewGudkova
47,18,33,162,50,275,17,150,80,38,0.010171552453315691,35,NewGudkova
74,136,62,11,16,274,21,198,68,108,0.010337593444452032,35,NewGudkova
119,135,63,10,16,274,20,338,28,54,0.010590756257811394,35,NewGudkova
65,84,68,183,3,275,20,182,66,86,0.010705743521107059,35,NewGudkova
112,151,54,14,26,273,20,326,34,36,0.010739063606481159,35,NewGudkova
105,7,8,122,71,274,16,320,84,-18,0.010773813509338582,35,NewGudkova
26,30,49,172,34,276,19,48,40,152,0.010955617849809595,35,NewGudkova
29,180,8,65,71,273,16,48,84,-162,0.011000855736158405,35,NewGudkova
114,146,57,13,23,273,21,328,32,40,0.011197989816203154,35,NewGudkova
100,163,42,21,40,272,19,318,44,20,0.011335255690561777,35,NewGudkova
7,90,68,184,1,274,21,8,24,94,0.011545917727988393,35,NewGudkova
48,19,36,165,48,276,17,152,78,40,0.011705434457065941,35,NewGudkova
41,7,8,123,71,274,16,52,72,-174,0.011737122813350351,35,NewGudkova
8,88,68,184,2,275,21,10,24,96,0.011956316242078087,35,NewGudkova
122,126,65,9,11,274,21,344,26,62,0.011973401830138203,35,NewGudkova
98,181,5,73,72,273,16,316,74,-8,0.012210130862516393,35,NewGudkova
85,173,25,35,57,272,18,222,86,148,0.012242489643963395,35,NewGudkova
45,15,29,159,55,275,17,148,82,34,0.012292471734628533,35,NewGudkova
68,99,68,5,1,274,20,186,66,92,0.012358322901564956,35,NewGudkova
1,101,68,5,2,274,21,0,24,84,0.012589726506594285,35,NewGudkova
95,168,35,24,48,272,18,316,50,14,0.01261303583305252,35,NewGudkova
97,180,8,64,71,273,16,316,72,-6,0.012699066119637486,35,NewGudkova
37,18,34,164,49,275,17,52,52,166,0.013044655964309693,35,NewGudkova
108,156,50,15,32,272,19,322,38,30,0.013238197356531846,35,NewGudkova
109,9,13,137,67,275,16,322,88,-22,0.013705749532341714,35,NewGudkova
53,30,49,172,33,276,18,160,72,54,0.014023375831575735,35,NewGudkova
50,22,40,168,44,276,17,154,76,44,0.014087415318225268,35,NewGudkova
118,135,62,10,16,273,21,336,28,52,0.014274965977981419,35,NewGudkova
31,26,45,171,39,277,17,50,44,156,0.014485351623002305,35,NewGudkova
16,50,62,179,18,277,19,36,30,130,0.014515939373854732,35,NewGudkova
25,178,15,50,65,273,18,46,88,-156,0.014644613163398356,35,NewGudkova
86,173,23,35,59,272,17,222,86,150,0.014789448392615945,35,NewGudkova
67,95,69,185,0,276,20,186,66,90,0.014862017554168902,35,NewGudkova
4,96,68,5,0,276,21,6,24,90,0.014862017554183843,35,NewGudkova
54,34,53,176,29,277,18,164,70,58,0.014873130483302327,35,NewGudkova
32,25,43,169,40,276,18,50,44,158,0.014881124041336072,35,NewGudkova
125,122,66,7,10,273,20,346,26,66,0.015070924371282664,35,NewGudkova
70,111,68,7,5,275,20,190,66,96,0.0151434913171561,35,NewGudkova
39,8,14,136,67,274,16,52,68,-178,0.015771693844462968,35,NewGudkova
75,138,61,10,18,273,20,198,68,110,0.015828595166675802,35,NewGudkova
35,22,39,167,44,276,18,52,48,162,0.015830086121491796,35,NewGudkova
24,178,13,50,67,272,16,46,88,-158,0.01617942051268627,35,NewGudkova
129,107,68,7,4,275,21,358,24,80,0.016274936921239096,35,NewGudkova
78,150,55,13,26,273,20,204,70,118,0.01640516481980966,35,NewGudkova
128,109,68,6,4,275,21,356,24,78,0.01674949926605699,35,NewGudkova
52,28,48,173,35,277,18,160,72,52,0.016815212417046862,35,NewGudkova
90,173,23,36,59,271,18,314,60,4,0.016829969469161512,35,NewGudkova
51,27,45,171,38,276,19,158,74,50,0.01695008824737381,35,NewGudkova
5,92,68,184,0,274,21,6,24,92,0.016956256505959173,35,NewGudkova
64,80,68,184,5,276,20,182,66,84,0.017594136136083634,35,NewGudkova
71,115,68,6,7,273,20,190,66,98,0.017861112184592336,35,NewGudkova
91,174,20,39,61,272,18,314,62,2,0.01791419356190149,35,NewGudkova
18,44,60,178,21,276,19,38,32,134,0.018050779749435905,35,NewGudkova
43,12,20,147,61,274,17,144,88,28,0.01832659448347548,35,NewGudkova
111,153,53,14,29,272,19,324,36,34,0.018386569686257955,35,NewGudkova
110,154,52,16,29,273,20,324,36,32,0.018441729069481983,35,NewGudkova
9,86,68,184,3,275,21,12,24,98,0.018473453875640734,35,NewGudkova
19,44,59,178,22,277,19,40,32,136,0.01870092699642683,35,NewGudkova
89,172,25,32,57,271,18,314,58,6,0.018948082885950387,35,NewGudkova
87,175,20,40,61,273,17,224,88,152,0.018975559470752246,35,NewGudkova
79,153,52,15,30,272,20,206,72,122,0.019128585643697724,35,NewGudkova
99,160,44,19,38,272,20,318,42,22,0.019183452655357022,35,NewGudkova
49,20,37,165,46,275,18,152,78,42,0.019185350125946105,35,NewGudkova
59,61,66,181,12,276,19,176,66,76,0.01921772387731288,35,NewGudkova
84,171,27,31,55,271,18,220,84,146,0.019308112634362613,35,NewGudkova
123,123,66,7,11,273,20,344,26,64,0.019313252234642343,35,NewGudkova
15,50,62,179,17,276,19,34,30,128,0.01949677603598878,35,NewGudkova
96,181,7,70,70,273,18,316,72,-8,0.019517842978809104,35,NewGudkova
77,146,57,12,24,272,20,202,70,116,0.01991550737239199,35,NewGudkova
73,131,63,9,14,273,21,196,68,106,0.01996174843714094,35,NewGudkova
17,48,61,178,19,275,20,36,30,132,0.02013773416660614,35,NewGudkova
113,149,56,12,26,272,20,326,34,38,0.02038321839257531,35,NewGudkova
60,66,66,182,10,277,20,178,66,78,0.020414168711463523,35,NewGudkova
81,158,48,18,34,273,20,210,74,126,0.020417101590455806,35,NewGudkova
46,17,32,163,52,276,16,150,80,36,0.020540357768729818,35,NewGudkova
83,162,42,19,40,271,19,212,76,132,0.020735327349830395,35,NewGudkova
124,125,66,9,11,275,20,346,26,64,0.021030503053205855,35,NewGudkova
130,103,68,5,3,274,21,358,24,82,0.021058384779591235,35,NewGudkova
0,105,68,7,3,276,21,0,24,82,0.021088879051772192,35,NewGudkova
63,78,68,182,5,274,20,180,66,84,0.021106409290521048,35,NewGudkova
102,184,0,93,73,274,16,318,78,-12,0.021306027074222328,35,NewGudkova
121,127,64,9,12,274,21,342,26,60,0.021310931879976656,35,NewGudkova
14,57,64,181,15,277,20,32,28,124,0.021329483690615148,35,NewGudkova
80,156,50,16,32,273,19,208,72,124,0.021586950454721348,35,NewGudkova
76,144,58,13,22,274,21,202,70,114,0.02163490279710161,35,NewGudkova
57,43,59,177,22,275,19,168,68,66,0.02215015748324739,35,NewGudkova
107,157,49,17,32,273,20,322,38,28,0.02222315107074625,35,NewGudkova
92,175,18,44,64,272,18,314,64,0,0.022422544905856122,35,NewGudkova
28,181,5,73,72,272,16,48,82,-164,0.02252818279568461,35,NewGudkova
21,38,56,175,26,275,20,42,34,142,0.022530926040321617,35,NewGudkova
93,166,36,25,46,272,20,316,48,14,0.02256182828265168,35,NewGudkova
106,7,11,129,69,273,16,320,86,-20,0.022590846852338014,35,NewGudkova
101,162,43,18,40,271,18,318,44,22,0.022606283262573492,35,NewGudkova
27,27,47,171,36,275,18,48,42,154,0.02266547510409537,35,NewGudkova
56,41,58,178,23,277,18,168,68,64,0.022666498469790183,35,NewGudkova
72,120,67,7,9,274,20,192,66,100,0.022692878721348026,35,NewGudkova
44,14,23,152,59,275,17,146,86,30,0.022713793344045035,35,NewGudkova
6,94,68,186,0,276,21,8,24,92,0.022899029793194806,35,NewGudkova
115,147,58,13,23,274,20,330,32,42,0.02294218052016111,35,NewGudkova
127,110,67,6,5,274,21,354,24,76,0.023012941178976624,35,NewGudkova
13,55,64,179,15,275,20,30,28,124,0.023015143035995885,35,NewGudkova
38,16,32,161,52,275,17,52,54,168,0.023114176514026617,35,NewGudkova
30,180,9,64,69,273,18,48,84,-160,0.023527981487129222,35,NewGudkova
126,121,67,7,9,274,20,348,26,68,0.02353713886620519,35,NewGudkova
117,141,61,11,19,274,20,334,30,48,0.02372364230146644,35,NewGudkova
88,171,28,29,55,271,18,314,56,8,0.023738147412529043,35,NewGudkova
34,183,2,84,72,274,16,50,80,-166,0.023842207455354498,35,NewGudkova
120,132,64,8,15,272,20,338,28,56,0.023961383439646815,35,NewGudkova
30,14,37,173,50,276,10,48,56,158,0.0009212970678862347,55,NewGudkova
98,175,32,18,55,272,11,220,76,148,0.0025078650280854343,55,NewGudkova
87,155,63,9,22,273,13,202,62,116,0.005015491605916747,55,NewGudkova
7,81,76,184,3,275,13,10,32,96,0.005091453627591736,55,NewGudkova
133,120,75,6,6,274,13,356,32,78,0.005848045491822957,55,NewGudkova
124,160,59,10,27,273,13,332,40,44,0.00596495787760328,55,NewGudkova
6,85,76,184,2,275,13,8,32,94,0.006202722331501176,55,NewGudkova
12,51,72,183,12,276,12,22,34,112,0.006360532000759688,55,NewGudkova
128,151,66,8,19,273,13,340,36,56,0.006881878185676513,55,NewGudkova
24,20,52,178,35,276,11,42,46,144,0.007956990974175798,55,NewGudkova
26,19,48,177,39,276,11,44,48,148,0.008101626294209978,55,NewGudkova
79,87,76,185,1,275,12,184,58,88,0.008485702058394507,55,NewGudkova
2,104,76,5,2,274,13,2,32,86,0.008815109865111206,55,NewGudkova
34,182,7,57,77,273,9,48,88,-168,0.008859608187814623,55,NewGudkova
134,117,75,6,5,275,13,358,32,80,0.00909409077211885,55,NewGudkova
121,169,47,13,40,272,12,324,48,30,0.009309729150407215,55,NewGudkova
130,143,70,8,14,274,13,346,34,64,0.009511940968796189,55,NewGudkova
88,161,58,10,28,273,13,206,64,122,0.009626993376822147,55,NewGudkova
116,172,39,15,48,272,11,320,54,22,0.009671507987792927,55,NewGudkova
65,20,50,178,37,276,11,158,66,48,0.00977367029767969,55,NewGudkova
83,141,70,7,13,274,13,196,60,106,0.009981042015232547,55,NewGudkova
112,183,1,85,80,273,9,318,82,-6,0.0102045649915431,55,NewGudkova
21,26,58,180,28,276,11,38,42,136,0.010354122616299278,55,NewGudkova
97,173,36,17,51,272,11,218,74,144,0.010856518126544461,55,NewGudkova
73,37,67,181,18,275,12,170,60,68,0.010951295871259079,55,NewGudkova
108,176,28,20,58,272,10,318,62,14,0.011338622321329823,55,NewGudkova
23,23,55,179,32,276,11,40,44,140,0.011866890301498607,55,NewGudkova
3,100,76,5,1,275,13,4,32,88,0.011970732275650727,55,NewGudkova
92,167,48,13,38,272,12,212,68,132,0.012459803132835894,55,NewGudkova
103,180,15,33,71,272,9,226,86,162,0.012618605037362174,55,NewGudkova
1,108,76,5,3,274,13,0,32,84,0.012720695525423723,55,NewGudkova
52,5,7,130,77,274,9,50,78,-178,0.01299270719834214,55,NewGudkova
126,157,62,9,23,273,12,336,38,50,0.013010104218590375,55,NewGudkova
15,40,68,182,17,276,12,28,36,120,0.013022820106946898,55,NewGudkova
101,178,22,26,64,272,10,224,82,156,0.013033121967383913,55,NewGudkova
78,79,76,184,3,274,12,182,58,86,0.013232469991623901,55,NewGudkova
69,26,59,180,27,276,11,164,62,58,0.013278314618082978,55,NewGudkova
119,170,43,14,43,272,12,322,50,26,0.013335328417024924,55,NewGudkova
76,66,75,184,6,275,12,180,58,82,0.013414976116483568,55,NewGudkova
37,10,27,169,60,276,8,50,64,166,0.013643789622338885,55,NewGudkova
19,29,61,181,25,277,11,36,40,132,0.013776225652799927,55,NewGudkova
60,10,28,167,59,275,10,146,78,28,0.013794014126548987,55,NewGudkova
17,34,65,182,21,276,11,32,38,126,0.014346486317010555,55,NewGudkova
111,182,4,69,79,273,9,318,80,-4,0.014408715803486554,55,NewGudkova
81,102,76,4,1,274,12,186,58,92,0.014441374076244769,55,NewGudkova
56,7,15,154,71,275,9,142,86,18,0.014562698553748381,55,NewGudkova
59,10,26,169,61,276,8,146,78,26,0.014684864710216195,55,NewGudkova
49,5,9,139,76,274,9,50,76,-180,0.01477527329395138,55,NewGudkova
27,16,44,176,44,276,10,46,52,152,0.014777970909589558,55,NewGudkova
51,5,8,139,78,274,8,50,78,-180,0.014875730636873188,55,NewGudkova
39,9,24,167,63,275,8,50,66,168,0.015018434689917197,55,NewGudkova
